Nom Groupe,Vendeur,Domaine,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Entreprise_001,MOREL CASEY,12 VOICE,5320,23900,39993,159225,98987,23338,172003
Entreprise_001,MOREL CASEY,12 VOICE,143389,96236,117479,175980,60830,119891,141844
Entreprise_001,MOREL CASEY,12 VOICE,115254,176521,2542,118224,94328,113640,160772
Entreprise_001,MOREL CASEY,12 VOICE,28837,103204,69990,90275,151334,43591,185079
Entreprise_001,MOREL CASEY,12 VOICE,74499,57118,38380,116624,34331,197237,145963
Entreprise_001,MOREL CASEY,12 VOICE,8167,53687,60342,112399,189002,26459,123911
Entreprise_001,MOREL CASEY,12 VOICE,46710,85274,161864,86056,116108,45033,20723
Entreprise_001,MOREL CASEY,12 VOICE,172638,125541,21626,176417,45308,94291,165467
Entreprise_001,MOREL CASEY,12 VOICE,77679,144829,61739,162587,116307,165338,128579
Entreprise_001,MOREL CASEY,12 VOICE,131429,81560,153273,196129,105579,119059,174136
Entreprise_001,MOREL CASEY,12 VOICE,76975,116011,5969,2719,87550,40986,143799
Entreprise_001,MOREL CASEY,12 VOICE,79296,60794,157290,6610,115378,159736,16050
Entreprise_001,MOREL CASEY,12 VOICE,128659,115388,160658,123126,120773,147779,84851
Entreprise_001,MOREL CASEY,12 VOICE,89793,77350,77331,45740,120347,154732,159050
Entreprise_001,MOREL CASEY,12 VOICE,166505,69623,7859,45611,150489,49890,92153
Entreprise_001,MOREL CASEY,12 VOICE,142154,3709,25930,146628,71096,144802,12890
Entreprise_001,MOREL CASEY,12 VOICE,107443,6695,160490,199341,106790,199620,4360
Entreprise_001,MOREL CASEY,12 VOICE,178785,182003,102867,179978,105044,75488,150154
Entreprise_001,MOREL CASEY,12 VOICE,33474,34367,134354,689,143150,152544,184651
Entreprise_001,MOREL CASEY,12 VOICE,157492,85596,163958,80546,113000,35981,90739
Entreprise_001,MOREL CASEY,12 VOICE,36092,62209,22246,190843,169414,159692,111182
Entreprise_001,MOREL CASEY,12 VOICE,98862,61891,86377,130151,166126,61586,134290
Entreprise_001,MOREL CASEY,12 VOICE,178818,117184,151610,87438,101509,75222,98687
Entreprise_001,MOREL CASEY,12 VOICE,143949,45479,185198,87903,145127,5150,113632
Entreprise_001,MOREL CASEY,12 VOICE,129760,193953,3448,191268,159181,195692,119314
Entreprise_001,MOREL CASEY,12 VOICE,171540,50141,127963,178662,166959,178638,145217
Entreprise_001,MOREL CASEY,12 VOICE,73263,22520,184357,138669,189221,150298,6019
Entreprise_001,MOREL CASEY,12 VOICE,177958,121890,4410,123977,104302,84198,150004
Entreprise_001,MOREL CASEY,13 TEL & COLLABORATION,147884,80916,47506,95982,5642,177564,190331
Entreprise_001,MOREL CASEY,13 TEL & COLLABORATION,69675,175611,14990,171710,88900,22215,87816
Entreprise_001,MOREL CASEY,13 TEL & COLLABORATION,31553,177451,165617,174207,136893,181129,144617
Entreprise_001,MOREL CASEY,13 TEL & COLLABORATION,83588,119892,129231,42059,67169,44343,142459
Entreprise_001,MOREL CASEY,21 MOBILE,25148,24876,91301,94803,190762,108927,81521
Entreprise_001,MOREL CASEY,81 AUTRES,164922,107874,84332,13301,182779,94313,64356
Entreprise_001,MOREL CASEY,81 AUTRES,161233,85522,66486,44134,108988,169647,58204
Entreprise_001,MOREL CASEY,81 AUTRES,56376,162696,143692,37974,108701,135708,95903
Entreprise_001,MOREL CASEY,81 AUTRES,176354,36257,6591,108170,162064,47500,125114
Entreprise_002,MARTY CASEY,21 MOBILE,191897,135995,82241,32996,10938,104124,94683
Entreprise_002,MARTY CASEY,12 VOICE,169793,80054,192495,139689,164052,71940,173959
Entreprise_002,MARTY CASEY,12 VOICE,43839,112909,67692,78810,54787,187459,192784
Entreprise_002,MARTY CASEY,12 VOICE,94806,35604,47755,76984,163503,106379,64734
Entreprise_002,MARTY CASEY,12 VOICE,109634,184184,85020,82878,12288,10467,69614
Entreprise_002,MARTY CASEY,12 VOICE,136917,182795,77872,9999,101438,66562,80859
Entreprise_002,MARTY CASEY,12 VOICE,73101,101040,142094,171898,45845,115678,168306
Entreprise_002,MARTY CASEY,12 VOICE,136971,32734,98695,13186,176151,30565,39869
Entreprise_002,MARTY CASEY,12 VOICE,33904,169382,23550,153793,10513,11311,158107
Entreprise_002,MARTY CASEY,21 MOBILE,153944,98335,101506,72846,179083,139656,13782
Entreprise_002,MARTY CASEY,21 MOBILE,119059,194552,161509,179256,197948,152418,101922
Entreprise_002,MARTY CASEY,12 VOICE,55218,117556,147525,148690,108150,184490,77324
Entreprise_002,MARTY CASEY,12 VOICE,109162,24247,169485,132538,134095,8567,114427
Entreprise_002,MARTY CASEY,12 VOICE,75297,123461,191042,156813,134865,112789,98875
Entreprise_002,MARTY CASEY,12 VOICE,194529,97000,75379,48397,136397,193850,107169
Entreprise_002,MARTY CASEY,12 VOICE,77707,67580,186513,165798,167988,84991,134270
Entreprise_002,MARTY CASEY,12 VOICE,142828,44610,59943,147471,21918,140889,65935
Entreprise_002,MARTY CASEY,12 VOICE,151894,59510,18018,195986,97219,194760,141988
Entreprise_002,MARTY CASEY,15 ENTERPRISE SERVICES,94384,169692,63253,149259,53949,184905,182485
Entreprise_002,MARTY CASEY,21 MOBILE,8044,54965,74711,92076,197917,33958,59599
Entreprise_002,MARTY CASEY,21 MOBILE,-652,61349,14100,122913,79798,168544,40704
Entreprise_002,MARTY CASEY,21 MOBILE,140126,86551,115405,82055,104508,82688,169903
Entreprise_002,MARTY CASEY,21 MOBILE,31980,87067,77554,119359,48685,169356,78044
Entreprise_002,MARTY CASEY,21 MOBILE,28553,32873,145814,4495,181987,11623,24554
Entreprise_002,MARTY CASEY,21 MOBILE,169099,84656,168977,85842,26900,134857,8329
Entreprise_002,MARTY CASEY,21 MOBILE,8855,106860,94481,148980,145414,68548,136322
Entreprise_002,MARTY CASEY,21 MOBILE,197697,64199,180768,63101,93581,196362,150103
Entreprise_002,MARTY CASEY,12 VOICE,37824,190568,193549,190456,42962,80142,168221
Entreprise_002,MARTY CASEY,12 VOICE,192240,39813,76798,116938,154621,174868,136032
Entreprise_002,MARTY CASEY,12 VOICE,184680,4721,180891,49951,69785,153576,138900
Entreprise_002,MARTY CASEY,12 VOICE,68402,152814,160058,179682,191493,135705,3835
Entreprise_002,MARTY CASEY,12 VOICE,79406,108080,140286,50564,79325,53026,161311
Entreprise_002,MARTY CASEY,12 VOICE,97948,148737,52466,3878,70698,187088,56144
Entreprise_002,MARTY CASEY,12 VOICE,64511,146221,101910,74946,101339,43811,71236
Entreprise_002,MARTY CASEY,12 VOICE,107804,71195,85947,194969,121832,84668,105355
Entreprise_002,MARTY CASEY,12 VOICE,110312,3240,91380,152986,32423,141709,140208
Entreprise_002,MARTY CASEY,21 MOBILE,131409,5046,67172,138264,7950,47183,102879
Entreprise_002,MARTY CASEY,21 MOBILE,149122,7919,70563,133531,161249,99653,6722
Entreprise_002,MARTY CASEY,21 MOBILE,169434,106032,73122,176512,159600,182007,77586
Entreprise_002,MARTY CASEY,21 MOBILE,56676,43429,11801,17252,38182,150183,127697
Entreprise_002,MARTY CASEY,21 MOBILE,83767,48154,79940,90612,117429,24306,155962
Entreprise_002,MARTY CASEY,21 MOBILE,26447,8348,198995,89052,60366,70502,172740
Entreprise_002,MARTY CASEY,21 MOBILE,112741,30249,125140,32148,157525,147579,57246
Entreprise_002,MARTY CASEY,12 VOICE,63621,98101,64518,120420,4256,74440,131138
Entreprise_002,MARTY CASEY,12 VOICE,150789,120922,55510,66406,19513,51268,78536
Entreprise_002,MARTY CASEY,12 VOICE,51930,29023,32302,18140,131389,176261,12857
Entreprise_002,MARTY CASEY,11 CONNECTIVITY,31349,70598,133044,-919,148924,124792,31979
Entreprise_002,MARTY CASEY,12 VOICE,47138,60904,117560,135841,145125,131948,26726
Entreprise_002,MARTY CASEY,12 VOICE,159850,138692,83412,102194,54342,55231,16311
Entreprise_002,MARTY CASEY,12 VOICE,121602,51405,1969,3416,29507,22258,34854
Entreprise_002,MARTY CASEY,12 VOICE,88941,160222,38026,27802,185579,132052,55811
Entreprise_002,MARTY CASEY,12 VOICE,171690,34337,113529,61216,21621,148031,184859
Entreprise_002,MARTY CASEY,12 VOICE,102087,6308,25383,194618,101490,45309,23101
Entreprise_002,MARTY CASEY,12 VOICE,122065,27172,15587,20080,75815,68184,14669
Entreprise_002,MARTY CASEY,12 VOICE,132085,184725,67052,122351,168453,133272,52815
Entreprise_002,MARTY CASEY,12 VOICE,131013,116298,176102,187227,29205,77827,136326
Entreprise_002,MARTY CASEY,12 VOICE,109852,1994,187550,139681,76449,24564,133502
Entreprise_002,MARTY CASEY,12 VOICE,189729,62121,47273,190965,197104,127516,29356
Entreprise_002,MARTY CASEY,12 VOICE,150089,101399,168160,145461,52731,99075,81684
Entreprise_002,MARTY CASEY,12 VOICE,59080,127354,59885,84350,113810,181695,155489
Entreprise_002,MARTY CASEY,12 VOICE,146755,103267,75531,194235,185037,181050,145023
Entreprise_002,MARTY CASEY,12 VOICE,23576,91306,14669,11574,5021,79097,59278
Entreprise_002,MARTY CASEY,12 VOICE,190705,41267,167057,165091,121095,58021,67267
Entreprise_002,MARTY CASEY,12 VOICE,15091,21328,160416,122896,133651,139157,8530
Entreprise_002,MARTY CASEY,12 VOICE,48570,187460,99047,137930,81411,51029,168855
Entreprise_002,MARTY CASEY,12 VOICE,495,128473,119903,67648,114814,65530,137420
Entreprise_002,MARTY CASEY,12 VOICE,109854,22498,12986,27704,22978,174554,14691
Entreprise_002,MARTY CASEY,12 VOICE,11186,122865,126747,173552,124782,74506,26999
Entreprise_002,MARTY CASEY,12 VOICE,81430,25204,50023,31487,99244,31502,65394
Entreprise_002,MARTY CASEY,12 VOICE,161267,50619,58325,40705,153502,37423,77186
Entreprise_002,MARTY CASEY,12 VOICE,48393,126928,199478,16794,34814,23564,166304
Entreprise_002,MARTY CASEY,12 VOICE,12633,184729,3482,177334,145283,146715,3108
Entreprise_002,MARTY CASEY,21 MOBILE,129943,78472,179416,114484,66843,137064,68899
Entreprise_002,MARTY CASEY,21 MOBILE,151846,34941,145046,121650,160222,31678,64246
Entreprise_002,MARTY CASEY,21 MOBILE,159706,9510,133787,15721,144887,58200,165165
Entreprise_002,MARTY CASEY,21 MOBILE,198008,124086,50021,56959,117800,121930,58297
Entreprise_002,MARTY CASEY,21 MOBILE,151576,198969,60602,94348,191810,58249,43369
Entreprise_002,MARTY CASEY,21 MOBILE,125505,119421,24573,9143,147483,145419,87943
Entreprise_002,MARTY CASEY,21 MOBILE,168868,33211,46248,66563,121982,168078,64859
Entreprise_002,MARTY CASEY,12 VOICE,182693,31620,120193,130407,73627,106825,155044
Entreprise_002,MARTY CASEY,12 VOICE,111789,46891,48421,156392,46528,146160,76903
Entreprise_002,MARTY CASEY,12 VOICE,38000,-879,109785,63308,111466,18035,48261
Entreprise_002,MARTY CASEY,12 VOICE,88023,54727,112938,190132,180013,41531,82175
Entreprise_002,MARTY CASEY,12 VOICE,27215,8506,68442,85702,66863,62543,179738
Entreprise_002,MARTY CASEY,12 VOICE,16728,137476,118846,185829,28075,108758,19744
Entreprise_002,MARTY CASEY,13 TEL & COLLABORATION,13305,119693,134982,18984,129445,34972,198819
Entreprise_002,MARTY CASEY,21 MOBILE,180188,4964,92886,131990,135191,161033,124810
Entreprise_002,MARTY CASEY,21 MOBILE,67490,161742,159089,18599,72104,110120,38538
Entreprise_002,MARTY CASEY,21 MOBILE,80970,119156,75173,142087,186886,169627,54723
Entreprise_002,MARTY CASEY,21 MOBILE,148430,21440,63867,88362,6956,115335,11990
Entreprise_002,MARTY CASEY,21 MOBILE,121045,185597,98738,172607,172413,35853,90351
Entreprise_002,MARTY CASEY,21 MOBILE,32790,132167,92119,126555,129664,121355,56595
Entreprise_002,MARTY CASEY,12 VOICE,57023,137902,85656,50673,46404,13852,125764
Entreprise_002,MARTY CASEY,12 VOICE,176992,39468,184113,5324,183343,1723,119780
Entreprise_002,MARTY CASEY,12 VOICE,43966,93786,69587,23133,152128,132389,91865
Entreprise_002,MARTY CASEY,12 VOICE,157894,9791,120014,140187,27383,191928,102756
Entreprise_002,MARTY CASEY,12 VOICE,107754,61847,192972,197942,126833,42135,194293
Entreprise_002,MARTY CASEY,12 VOICE,115833,123713,186836,132648,136730,156402,144223
Entreprise_002,MARTY CASEY,21 MOBILE,147748,187900,116750,78775,99815,146136,8453
Entreprise_003,LEMOINE JAMIE,12 VOICE,61800,156306,188345,51545,127281,77397,9764
Entreprise_003,LEMOINE JAMIE,12 VOICE,88151,84799,77614,144211,73068,-294,149398
Entreprise_003,LEMOINE JAMIE,12 VOICE,128751,36868,21836,163779,186071,127936,155161
Entreprise_003,LEMOINE JAMIE,12 VOICE,177408,77026,167080,25011,34154,21100,40803
Entreprise_003,LEMOINE JAMIE,12 VOICE,186034,198520,135745,28371,149086,39855,124119
Entreprise_003,LEMOINE JAMIE,12 VOICE,74952,21820,187892,52365,13381,114339,181706
Entreprise_003,LEMOINE JAMIE,12 VOICE,33927,132906,58945,191471,76374,67218,53577
Entreprise_003,LEMOINE JAMIE,12 VOICE,164455,96101,83841,7832,190435,22262,44423
Entreprise_003,LEMOINE JAMIE,12 VOICE,52388,177170,169541,116036,141467,14576,184067
Entreprise_003,LEMOINE JAMIE,12 VOICE,157576,159783,172605,110329,187476,69568,127986
Entreprise_003,LEMOINE JAMIE,12 VOICE,141025,64151,76359,134360,48708,42984,176433
Entreprise_003,LEMOINE JAMIE,12 VOICE,124326,13039,118777,186611,28731,68086,9296
Entreprise_003,LEMOINE JAMIE,12 VOICE,28848,192511,148806,119603,71011,7395,19285
Entreprise_003,LEMOINE JAMIE,12 VOICE,52911,193865,74965,88551,42025,112905,64676
Entreprise_003,LEMOINE JAMIE,12 VOICE,102389,61604,185391,82569,119341,199347,112533
Entreprise_003,LEMOINE JAMIE,12 VOICE,199538,136564,30580,185806,116818,112378,129456
Entreprise_003,LEMOINE JAMIE,12 VOICE,156332,181624,36600,2071,42375,87226,63585
Entreprise_003,LEMOINE JAMIE,12 VOICE,87610,106717,153593,113453,135152,31155,113782
Entreprise_003,LEMOINE JAMIE,21 MOBILE,69796,80393,182084,89394,113071,136020,51816
Entreprise_003,LEMOINE JAMIE,21 MOBILE,198887,149153,148855,56717,23721,57061,71433
Entreprise_003,LEMOINE JAMIE,21 MOBILE,56753,71507,197443,190516,172102,30803,98081
Entreprise_003,LEMOINE JAMIE,21 MOBILE,936,43918,92550,163317,50037,83,12591
Entreprise_003,LEMOINE JAMIE,21 MOBILE,190218,193996,124895,182416,97708,99472,116820
Entreprise_003,LEMOINE JAMIE,21 MOBILE,193067,125938,121560,115358,181718,91058,25040
Entreprise_004,MARTY RILEY,12 VOICE,140297,176995,180215,63438,29785,122766,77544
Entreprise_004,MARTY RILEY,12 VOICE,127282,85415,137007,82383,131742,45129,121281
Entreprise_004,MARTY RILEY,21 MOBILE,38425,96660,104132,94593,85880,90149,139897
Entreprise_004,MARTY RILEY,21 MOBILE,97383,28659,138531,193777,27271,26232,116725
Entreprise_004,MARTY RILEY,12 VOICE,196032,84049,130250,160321,40959,103032,176544
Entreprise_004,MARTY RILEY,12 VOICE,7932,152986,23094,184413,70128,62731,129510
Entreprise_004,MARTY RILEY,12 VOICE,177822,182701,152252,108862,82653,63076,81583
Entreprise_004,MARTY RILEY,12 VOICE,22000,153726,176862,10648,55587,181637,98470
Entreprise_004,MARTY RILEY,12 VOICE,126136,86440,150851,166348,190114,135749,152570
Entreprise_004,MARTY RILEY,12 VOICE,144100,180434,41392,61401,46289,59175,42688
Entreprise_004,MARTY RILEY,12 VOICE,126039,88501,108116,36440,157867,110538,152833
Entreprise_004,MARTY RILEY,12 VOICE,100368,53871,156489,84898,183893,190467,84531
Entreprise_004,MARTY RILEY,21 MOBILE,79669,16710,150322,167415,58410,33065,179163
Entreprise_004,MARTY RILEY,21 MOBILE,62737,76659,155850,172254,113520,110463,195412
Entreprise_004,MARTY RILEY,21 MOBILE,157382,54841,20575,121969,188348,126874,134008
Entreprise_004,MARTY RILEY,21 MOBILE,77953,159504,140820,112116,137977,18439,37846
Entreprise_004,MARTY RILEY,21 MOBILE,190613,92791,101951,109483,17375,55785,60442
Entreprise_004,MARTY RILEY,21 MOBILE,164820,57798,111515,596,120273,176779,196609
Entreprise_004,MARTY RILEY,21 MOBILE,23260,160126,101659,86897,187620,164351,77367
Entreprise_004,MARTY RILEY,21 MOBILE,19626,158147,19216,24503,193197,32479,34302
Entreprise_004,MARTY RILEY,21 MOBILE,155240,60443,199836,60525,81973,65550,68755
Entreprise_004,MARTY RILEY,21 MOBILE,71444,56392,16894,133250,42041,129716,102061
Entreprise_004,MARTY RILEY,21 MOBILE,112587,170580,56147,168435,66611,58379,2290
Entreprise_004,MARTY RILEY,21 MOBILE,68785,139474,137920,29220,2488,125458,72648
Entreprise_004,MARTY RILEY,12 VOICE,177994,4912,91192,100554,199549,156438,188426
Entreprise_004,MARTY RILEY,12 VOICE,104613,23418,60201,-33,46528,120447,192474
Entreprise_004,MARTY RILEY,12 VOICE,232,4081,49391,145235,79955,199222,192080
Entreprise_004,MARTY RILEY,21 MOBILE,110495,190093,143440,47341,38893,97179,109879
Entreprise_004,MARTY RILEY,21 MOBILE,77225,137233,61378,82028,80754,82213,68385
Entreprise_004,MARTY RILEY,21 MOBILE,86382,138138,50001,33335,28564,457,25210
Entreprise_004,MARTY RILEY,21 MOBILE,127247,144865,1928,6658,151865,172790,30155
Entreprise_004,MARTY RILEY,12 VOICE,164349,83431,128124,100365,81627,89054,158430
Entreprise_004,MARTY RILEY,12 VOICE,107265,97428,197793,24879,65288,6325,52591
Entreprise_004,MARTY RILEY,12 VOICE,103233,97476,112166,137074,168585,6215,147200
Entreprise_004,MARTY RILEY,12 VOICE,144300,132053,147430,165194,182603,88138,134210
Entreprise_004,MARTY RILEY,12 VOICE,32329,143516,13975,161811,196788,11123,12952
Entreprise_004,MARTY RILEY,12 VOICE,123385,16207,196266,15531,142127,12931,139719
Entreprise_004,MARTY RILEY,12 VOICE,50499,49477,67629,52105,115844,6089,49570
Entreprise_004,MARTY RILEY,12 VOICE,30207,79965,11496,16647,52571,37803,47345
Entreprise_004,MARTY RILEY,12 VOICE,18038,105454,27192,109133,163126,59337,79985
Entreprise_004,MARTY RILEY,12 VOICE,174533,2937,170907,102052,116818,186862,23429
Entreprise_004,MARTY RILEY,12 VOICE,33336,11049,33435,96140,194513,137488,136070
Entreprise_004,MARTY RILEY,12 VOICE,125485,69505,180958,54849,173482,68979,162459
Entreprise_004,MARTY RILEY,12 VOICE,58575,110731,30328,15699,39098,97056,199757
Entreprise_004,MARTY RILEY,12 VOICE,148959,81284,83577,172779,70514,172995,62222
Entreprise_004,MARTY RILEY,12 VOICE,15309,12375,40777,78224,149320,166201,111313
Entreprise_004,MARTY RILEY,12 VOICE,46166,136312,157519,139666,25105,97116,164518
Entreprise_004,MARTY RILEY,13 TEL & COLLABORATION,185613,14444,21206,38570,85778,3045,32833
Entreprise_004,MARTY RILEY,13 TEL & COLLABORATION,13898,49636,106945,62879,142931,29824,91772
Entreprise_004,MARTY RILEY,13 TEL & COLLABORATION,141311,186508,139004,11836,139508,104792,59665
Entreprise_004,MARTY RILEY,21 MOBILE,189164,154574,1270,118654,160637,27452,133962
Entreprise_004,MARTY RILEY,21 MOBILE,45023,59941,57491,133196,163658,63553,45865
Entreprise_004,MARTY RILEY,21 MOBILE,112086,122414,165313,110780,52694,122059,166598
Entreprise_004,MARTY RILEY,21 MOBILE,71155,91473,194489,73163,15546,2935,181838
Entreprise_004,MARTY RILEY,21 MOBILE,93637,57866,113743,91474,139770,34622,13715
Entreprise_004,MARTY RILEY,21 MOBILE,92595,80542,45512,52888,94117,62813,134652
Entreprise_004,MARTY RILEY,21 MOBILE,159953,161765,107495,79433,2041,23049,21991
Entreprise_004,MARTY RILEY,21 MOBILE,44506,94886,29818,190410,112594,71001,29850
Entreprise_004,MARTY RILEY,21 MOBILE,20276,122551,119396,170968,156219,182414,60072
Entreprise_004,MARTY RILEY,21 MOBILE,196612,147029,133374,166948,129266,19215,15762
Entreprise_004,MARTY RILEY,21 MOBILE,134325,58509,190358,122912,84304,101296,16431
Entreprise_004,MARTY RILEY,21 MOBILE,45306,195155,126924,110265,87675,117259,106439
Entreprise_004,MARTY RILEY,21 MOBILE,84212,96361,115274,105815,7960,178186,153928
Entreprise_004,MARTY RILEY,21 MOBILE,42618,60205,47852,44421,53294,41237,140343
Entreprise_004,MARTY RILEY,21 MOBILE,185164,112049,129555,196852,14073,39021,196800
Entreprise_004,MARTY RILEY,21 MOBILE,34609,28089,99068,169494,132251,140453,59354
Entreprise_004,MARTY RILEY,21 MOBILE,145202,94330,28349,82605,175547,138291,192880
Entreprise_005,MARTY RILEY,12 VOICE,9040,128893,109358,26695,184149,163100,126604
Entreprise_005,MARTY RILEY,12 VOICE,111186,35705,16852,82928,102066,188932,167
Entreprise_005,MARTY RILEY,12 VOICE,119221,66080,89266,4680,46713,195763,199169
Entreprise_005,MARTY RILEY,12 VOICE,119626,130521,199547,38436,191633,160631,141100
Entreprise_005,MARTY RILEY,12 VOICE,24346,180831,1418,193225,173262,150367,159549
Entreprise_005,MARTY RILEY,12 VOICE,139451,31351,103765,131121,53512,1726,114194
Entreprise_005,MARTY RILEY,12 VOICE,4380,133065,108263,178503,96749,179879,108054
Entreprise_005,MARTY RILEY,12 VOICE,133998,165877,137435,56033,52989,25762,91548
Entreprise_005,MARTY RILEY,12 VOICE,184872,50476,159035,19227,22325,63304,54741
Entreprise_005,MARTY RILEY,12 VOICE,129520,38199,170523,70150,169963,92915,17364
Entreprise_005,MARTY RILEY,12 VOICE,83458,198448,13003,124225,158136,58879,55228
Entreprise_005,MARTY RILEY,12 VOICE,87357,95996,39286,130309,95166,19588,159249
Entreprise_005,MARTY RILEY,12 VOICE,56224,166983,7109,117508,75055,119257,119386
Entreprise_005,MARTY RILEY,12 VOICE,46383,10445,75215,81363,86087,197467,114167
Entreprise_005,MARTY RILEY,12 VOICE,93671,185526,64766,14579,23134,119012,160507
Entreprise_005,MARTY RILEY,12 VOICE,48662,189996,198719,121760,64571,37169,166264
Entreprise_005,MARTY RILEY,12 VOICE,137652,67951,177501,75188,111239,112936,36698
Entreprise_005,MARTY RILEY,12 VOICE,177782,189519,25213,37442,58640,104987,86687
Entreprise_005,MARTY RILEY,12 VOICE,176807,65149,141584,41963,129538,183157,181101
Entreprise_005,MARTY RILEY,12 VOICE,64397,30065,9805,123070,7450,100231,110357
Entreprise_005,MARTY RILEY,13 TEL & COLLABORATION,1967,123664,19626,20278,73811,79304,158678
Entreprise_005,MARTY RILEY,13 TEL & COLLABORATION,14439,126134,198389,103934,99975,36961,79035
Entreprise_005,MARTY RILEY,13 TEL & COLLABORATION,66969,171576,130992,185841,165891,93614,142742
Entreprise_005,MARTY RILEY,13 TEL & COLLABORATION,129969,6308,61819,191527,166091,54353,102593
Entreprise_005,MARTY RILEY,21 MOBILE,114182,120777,16569,188883,141671,116670,44226
Entreprise_005,MARTY RILEY,21 MOBILE,97754,53811,18964,67993,36426,141529,187681
Entreprise_005,MARTY RILEY,21 MOBILE,180552,70547,5638,27738,93322,80758,130667
Entreprise_005,MARTY RILEY,21 MOBILE,137087,30992,172087,76473,119941,9487,183523
Entreprise_005,MARTY RILEY,21 MOBILE,184706,151182,58553,107936,143946,89656,167312
Entreprise_005,MARTY RILEY,51 OCD,165888,30934,73758,108914,91141,114937,64807
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,145270,162282,91379,151350,128227,150697,12160
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,30422,79165,59309,130581,136447,51473,4377
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,50526,11828,35266,169068,166585,109245,133788
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,99081,24739,165388,64064,131777,87581,174906
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,198358,78284,54731,112575,131768,149032,18175
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,122077,21873,111295,86199,55975,184647,79938
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,146006,4513,161221,118559,36004,188442,107705
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,77286,101169,4666,124595,190687,18142,136626
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,89504,107818,192158,196157,188470,159205,48289
Entreprise_005,MARTY RILEY,11 CONNECTIVITY,119013,155,100438,87411,8562,55472,119193
Entreprise_005,MARTY RILEY,12 VOICE,140392,30617,36820,44209,175340,23012,131547
Entreprise_005,MARTY RILEY,12 VOICE,99167,9889,131254,34693,12220,14559,64583
Entreprise_005,MARTY RILEY,12 VOICE,89309,137666,199620,79573,129976,9685,33161
Entreprise_005,MARTY RILEY,12 VOICE,79043,4403,86786,171152,65796,53191,153295
Entreprise_005,MARTY RILEY,12 VOICE,15921,113397,53221,192697,11200,144986,61445
Entreprise_005,MARTY RILEY,12 VOICE,132163,160903,135936,144795,138631,173604,186879
Entreprise_005,MARTY RILEY,12 VOICE,19698,146592,111072,115289,95090,10704,119726
Entreprise_005,MARTY RILEY,12 VOICE,14087,19669,173180,167807,174503,197759,75712
